,Date,Team,Acquired,Relinquished,Notes
17,1998-04-19,Bengals,• Marcus Parker (a),,1998 NFL draft seventh round pick (#202 overall)
18,1998-04-20,Bengals,,• Bo Orlando,released
19,1998-04-20,Bengals,,• Scottie Graham,released
20,1998-04-20,Bengals,,• Tito Paul,waived
21,1998-04-20,Bengals,• Brandon Bennett,,signed free agent
22,1998-04-21,Bengals,• Adrian Ross,,signed free agent
23,1998-04-21,Bengals,• Alonzo Clayton,,signed free agent
24,1998-04-21,Bengals,• Damon Gibson,,signed free agent
25,1998-04-21,Bengals,• Jeff Leonard,,signed free agent
1,1998-04-21,Bengals,• Kelvin Moore,,signed free agent
2,1998-04-21,Bengals,• Mike Doughty,,signed free agent
3,1998-04-21,Bengals,• Ric Mathias,,signed free agent
4,1998-04-21,Bengals,• Jason Moore (Dwayne),,signed undrafted free agent
5,1998-04-22,Bengals,• Erik Storz / Eric Storz,,signed free agent
6,1998-04-23,Bengals,,• Tito Paul,released
7,1998-04-23,Bengals,• Brad Costello,,signed free agent
8,1998-05-13,Bengals,• Clyde Simmons,,signed free agent to a 1-year contract
9,1998-05-14,Bengals,• Artrell Hawkins,,signed second round pick to a 3-year contract
10,1998-05-18,Bengals,• Marcus Parker (a),,signed seventh round pick to a 2-year contract
11,1998-05-27,Bengals,,• Andre Collins,lost signed unrestricted free agent (to Bears)
12,1998-05-28,Bengals,• Damian Vaughn,,signed seventh round pick to a 2-year contract
13,1998-06-26,Bengals,• Myron Bell (Corey),,signed unrestricted free agent to a 2-year contract
14,1998-06-30,Bengals,,• Bill Kushner,waived
15,1998-07-07,Bengals,• Neil O'Donnell,,signed free agent
16,1998-07-08,Bengals,,• Chad May,waived
17,1998-07-09,Bengals,,• Chad May,released
18,1998-07-14,Bengals,,• Ray Seals,placed on reserve/retired list
19,1998-07-14,Bengals,• Glen Steele,,signed fourth round pick to a 4-year contract
20,1998-07-19,Bengals,• Jason Tucker,,signed sixth round pick to a 3-year contract
21,1998-07-19,Bengals,• Mike Goff,,signed third round pick to a 4-year contract
22,1998-07-19,Bengals,• Steve Foley (b. 1975-09-11),,signed third round pick to a 4-year contract
23,1998-07-20,Bengals,,• Joel Davis,waived
24,1998-07-21,Bengals,,• Joel Davis,released
25,1998-07-25,Bengals,,• Erik Storz / Eric Storz,waived
1,1998-07-25,Bengals,• Brian Simmons (Eugene),,signed first round pick to a 5-year contract
2,1998-07-25,Bengals,• Takeo Spikes,,signed first round pick to a 5-year contract
3,1998-07-27,Bengals,,• Erik Storz / Eric Storz,released
4,1998-08-03,Bengals,,• Alonzo Clayton,placed on IR
5,1998-08-03,Bengals,,• Buddy Rodgers,waived
6,1998-08-03,Bengals,,• Jason Moore (Dwayne),waived
7,1998-08-03,Bengals,• Ken Blackman,,activated from non-football injury list
8,1998-08-04,Bengals,,• Jason Moore (Dwayne),released
9,1998-08-13,Bengals,,• Jerry Olsavsky,waived (injury settlement)
10,1998-08-13,Bengals,,• Jerry Olsavsky,released
11,1998-08-14,Bengals,• Kevin Sargent,,re-signed to a 3-year contract
12,1998-08-19,Bengals,,• Cory Gilliard,waived (injury settlement)
13,1998-08-19,Bengals,,• Derrick LeVake,waived
14,1998-08-19,Bengals,,• Jason Tucker,waived (injury settlement)
15,1998-08-19,Bengals,,• Jeff Leonard,waived
16,1998-08-19,Bengals,,• Tim Terry,waived
17,1998-08-19,Bengals,,• Ty Douthard,waived
18,1998-08-20,Bengals,,• Cory Gilliard,released
19,1998-08-20,Bengals,,• Jason Tucker,released
20,1998-08-20,Bengals,,• Tim Terry,released
21,1998-08-20,Bengals,,• Ty Douthard,released
22,1998-08-21,Bengals,,• Lawrence Wright,waived (injury settlement)
23,1998-08-21,Bengals,,• Steve Tovar,released
24,1998-08-24,Bengals,,• Lawrence Wright,released
25,1998-08-25,Bengals,,• Brad Costello,waived
1,1998-08-25,Bengals,,• Jimmy Spencer,released
2,1998-08-25,Bengals,,• John Copeland,placed on reserve/physically unable to perform list recovering from surgery to repair ruptured left Achilles tendon
3,1998-08-25,Bengals,,• Kelvin Moore,waived
4,1998-08-25,Bengals,,• Marcus Parker (a),waived
5,1998-08-25,Bengals,,• Mike Jenkins (a),waived
6,1998-08-25,Bengals,,• Ramondo Stallings,placed on reserve/physically unable to perform list / IR
7,1998-08-26,Bengals,,• Brad Costello,released
8,1998-08-26,Bengals,,• Jay Kirchoff,waived
9,1998-08-26,Bengals,,• Kelvin Moore,released
10,1998-08-26,Bengals,,• Mike Jenkins (a),released
11,1998-08-26,Bengals,• Harry Deligianis,,claimed off waivers (from Jaguars)
12,1998-08-30,Bengals,,• Brandon Bennett,waived
13,1998-08-30,Bengals,,• Brock Gutierrez,waived
14,1998-08-30,Bengals,,• Canute Curtis,waived
15,1998-08-30,Bengals,,• Damian Vaughn,waived
16,1998-08-30,Bengals,,• Eric Kresser,waived
17,1998-08-30,Bengals,,• Harry Deligianis,waived
18,1998-08-30,Bengals,,• Mike Doughty,waived
19,1998-08-30,Bengals,,• Scott Brumfield,placed on IR
20,1998-08-30,Bengals,• Scott Shaw,,signed free agent
21,1998-08-31,Bengals,,• Brandon Bennett,released
22,1998-08-31,Bengals,,• Brock Gutierrez,released
23,1998-08-31,Bengals,,• Damian Vaughn,released
24,1998-08-31,Bengals,,• Mike Doughty,released
25,1998-08-31,Bengals,• Damian Vaughn,,signed free agent to practice squad
1,1998-08-31,Bengals,• Mike Doughty,,signed free agent to practice squad
2,1998-08-31,Bengals,,• Canute Curtis,released
3,1998-08-31,Bengals,,• Eric Kresser,released
4,1998-08-31,Bengals,,• Harry Deligianis,released
5,1998-08-31,Bengals,• Canute Curtis,,signed free agent to practice squad
6,1998-08-31,Bengals,• Eric Kresser,,signed free agent to practice squad
7,1998-08-31,Bengals,• Harry Deligianis,,signed free agent to practice squad
8,1998-09-02,Bengals,,• Chris Doering,waived
9,1998-09-02,Bengals,• Stepfret Williams,,claimed off waivers (from Cowboys)
10,1998-09-03,Bengals,,• Chris Doering,released
11,1998-09-07,Bengals,,• Ki-Jana Carter,placed on IR with fractured left wrist
12,1998-09-07,Bengals,,• Scott Brumfield,released (injury settlement)
13,1998-09-07,Bengals,• Brandon Bennett,,signed free agent
14,1998-09-09,Bengals,,• David Dunn (Leon),waived
15,1998-09-10,Bengals,,• David Dunn (Leon),released
16,1998-09-10,Bengals,• Willie Jackson,,signed free agent
17,1998-09-23,Bengals,,• Corey Sawyer,placed on IR with cartilage damage in left knee
18,1998-09-23,Bengals,• Angel Rubio,,claimed off waivers (from 49ers)
19,1998-09-24,Bengals,,• Harry Deligianis,released from practice squad
20,1998-09-24,Bengals,• Kelvin Moore,,signed free agent to practice squad
21,1998-09-30,Bengals,,• Angel Rubio,waived
22,1998-09-30,Bengals,• Michael Blair,,claimed off waivers (from Packers)
23,1998-10-01,Bengals,,• Angel Rubio,released
24,1998-10-01,Bengals,,• Ric Mathias,waived
25,1998-10-01,Bengals,,• Tom Tumulty,placed on IR with torn ligaments in left knee
1,1998-10-01,Bengals,• Jimmy Sprotte,,signed free agent
2,1998-10-01,Bengals,• Roosevelt Blackmon,,claimed off waivers (from Packers)
3,1998-10-07,Bengals,,• Ramondo Stallings,released
4,1998-11-03,Bengals,,• Ken Blackman,placed on IR
5,1998-11-04,Bengals,• Brock Gutierrez,,signed free agent
6,1998-11-05,Bengals,• Ric Mathias,,signed free agent to practice squad
7,1998-11-10,Bengals,,• Michael Blair,waived
8,1998-11-10,Bengals,• Canute Curtis,,signed from practice squad to active roster
9,1998-11-17,Bengals,,• Brock Gutierrez,waived
10,1998-11-17,Bengals,• John Copeland,,activated from reserve/physically unable to perform list
11,1998-11-18,Bengals,,• Brock Gutierrez,released
12,1998-12-03,Bengals,,• Rich Braham,placed on IR recovering from arthroscopic surgery on knee
13,1998-12-03,Bengals,,• Tremain Mack,placed on exempt/left squad list
14,1998-12-03,Bengals,• Eric Kresser,,signed from practice squad to active roster
15,1998-12-03,Bengals,• Kelvin Moore,,signed from practice squad to active roster
16,1998-12-07,Bengals,,• Lee Johnson (Eric),waived
17,1998-12-07,Bengals,• Brad Costello,,signed free agent / signed from practice squad to active roster
18,1998-12-08,Bengals,,• Lee Johnson (Eric),released
19,1998-12-09,Bengals,,• Neil O'Donnell,placed on IR with fractured right hand
20,1998-12-09,Bengals,• Ray Zellars,,claimed off waivers (from Saints)
21,1998-12-15,Bengals,,• Glen Steele,placed on IR with sprained right ankle
22,1998-12-15,Bengals,• Brock Gutierrez,,signed (from Jaguars practice squad)
23,1998-12-16,Bengals,• Lawrence Wright,,signed free agent to practice squad
24,1998-12-16,Bengals,• Tim Terry,,signed free agent to practice squad
25,1998-12-18,Bengals,• Cory Withrow,,signed free agent to practice squad
1,1998-12-24,Bengals,,• Jeff Blake,placed on IR
2,1998-12-24,Bengals,• Clif Groce,,claimed off waivers (from Patriots)
3,1998-12-29,Bengals,,• Ray Horton,resigned as defensive backs coach
4,1999-01-25,Bengals,• Ray Horton,,hired as defensive backs coach
5,1999-01-27,Bengals,• Rodney Heath,,signed free agent to a 2-year contract
6,1999-02-04,Bengals,• Mike Doughty,,re-signed free agent
7,1999-02-09,Bengals,,• Damon Gibson,lost in 1999 NFL expansion draft (to Browns)
8,1999-02-09,Bengals,,• Mike Thompson,lost in 1999 NFL expansion draft (to Browns)
9,1999-02-11,Bengals,• Tom Tumulty,,re-signed to a 2-year contract
10,1999-02-17,Bengals,,• Clyde Simmons,lost unrestricted free agent (to Bears)
11,1999-02-22,Bengals,• Steve Mooshagian,,hired as wide receivers coach
12,1999-02-23,Bengals,• Duke Tobin,,hired to scouting department
13,1999-02-23,Bengals,• Frank Verducci,,hired as tight ends coach
14,1999-03-09,Bengals,• Oliver Gibson,,signed unrestricted free agent to a 3-year contract
15,1999-03-23,Bengals,• Clif Groce,,re-signed exclusive rights free agent to a 3-year contract
16,1999-03-31,Bengals,• James Hundon,,re-signed exclusive rights free agent
17,1999-04-01,Bengals,• James Hundon,,signed to a 1-year contract
18,1999-04-02,Bengals,• Brian DeMarco,,signed unrestricted free agent to a 3-year contract
19,1999-04-07,Bengals,• Tommie Boyd / Thomas Boyd?,,signed free agent to a 2-year contract
20,1999-04-15,Bengals,,• Cory Withrow,waived
21,1999-04-15,Bengals,• Rod Jones (Edward),,re-signed restricted free agent to a 1-year contract
22,1999-04-15,Bengals,• Stepfret Williams,,re-signed restricted free agent to a 1-year contract
23,1999-04-17,Bengals,• Akili Smith,,1999 NFL draft first round pick (#3 overall)
24,1999-04-17,Bengals,• Charles Fisher,,1999 NFL draft second round pick (#33 overall)
25,1999-04-17,Bengals,• Cory Hall,,1999 NFL draft third round pick (#65 overall)
1,1999-04-18,Bengals,• Craig Yeast,,1999 NFL draft fourth round pick (#98 overall)
2,1999-04-18,Bengals,• Nick Williams (a),,1999 NFL draft fifth round pick (#135 overall)
3,1999-04-18,Bengals,• Nicolas Luchey / Nick Luchey,,1999 NFL draft fifth round pick (#135 overall)
4,1999-04-18,Bengals,• Kelly Gregg,,1999 NFL draft sixth round pick (#173 overall)
5,1999-04-18,Bengals,• Donald Broomfield,,1999 NFL draft seventh round pick (#249 overall)
6,1999-04-18,Bengals,• Scott Covington,,1999 NFL draft seventh round pick (#245 overall)
7,1999-04-18,Bengals,• Tony Coats,,1999 NFL draft seventh round pick (#209 overall)
8,1999-04-19,Bengals,,• Neil O'Donnell,released
9,1999-04-20,Bengals,,• Cory Withrow,released
10,1999-04-20,Bengals,,• Paul Justin,released
11,1999-04-21,Bengals,• Ben Peterson,,signed undrafted free agent
12,1999-04-22,Bengals,• Anthony Cleary,,signed undrafted free agent
13,1999-04-22,Bengals,• Billy Granville,,re-signed exclusive rights free agent to a 1-year contract
14,1999-04-22,Bengals,• Brian Uhl,,signed undrafted free agent
15,1999-04-22,Bengals,• Brien Hanley,,signed undrafted free agent
16,1999-04-22,Bengals,• Derek Schorejs,,signed undrafted free agent
17,1999-04-22,Bengals,• Jason Shelley,,signed free agent to a 2-year contract
18,1999-04-22,Bengals,• Marcus Parks,,signed undrafted free agent
19,1999-04-23,Bengals,,• Anthony Brown (Quantrell),lost unrestricted free agent (to Steelers)
20,1999-04-27,Bengals,,• Alonzo Clayton,waived
21,1999-04-27,Bengals,• Chad Pegues,,signed undrafted free agent
22,1999-04-27,Bengals,• Geoff Noisy,,signed undrafted free agent
23,1999-04-27,Bengals,• Greg Ainsworth (b),,signed unrestricted free agent
24,1999-04-27,Bengals,• Greg Krause,,signed undrafted free agent
25,1999-04-27,Bengals,• John Jennings,,signed undrafted free agent
1,1999-04-27,Bengals,• Louis Hampton,,signed undrafted free agent
2,1999-04-27,Bengals,• Marcus Dow (a),,signed undrafted free agent
3,1999-04-27,Bengals,• Quincy Jackson,,signed undrafted free agent
4,1999-04-27,Bengals,• Terry Murphy,,signed undrafted free agent
5,1999-04-28,Bengals,• Michael Basnight,,signed undrafted free agent to a 3-year contract
6,1999-04-30,Bengals,,• Alonzo Clayton,released
7,1999-05-03,Bengals,,• Brien Hanley,waived
8,1999-05-05,Bengals,• Steve Bush (b. 1974-07-04),,re-signed exclusive rights free agent
9,1999-05-06,Bengals,• Greg Myers,,re-signed restricted free agent to a 1-year contract
10,1999-05-06,Bengals,• Tony Coats,,signed seventh round pick
11,1999-05-07,Bengals,,• Eric Bieniemy,lost unrestricted free agent (to Eagles)
12,1999-05-10,Bengals,• Corey Sawyer,,re-signed unrestricted free agent to a 3-year contract
13,1999-05-19,Bengals,• Nick Williams (a),,signed fifth round pick to a 3-year contract
14,1999-05-20,Bengals,,• Jason Shelley,waived
15,1999-05-20,Bengals,• Brian Milne,,re-signed to a 1-year contract
16,1999-05-25,Bengals,• Jevon Langford,,re-signed to a 1-year contract
17,1999-05-25,Bengals,• Marco Battaglia,,re-signed to a 3-year contract
18,1999-06-01,Bengals,,• Louis Hampton,released
19,1999-06-14,Bengals,• Scott Covington,,signed seventh round pick to a 3-year contract
20,1999-06-19,Bengals,• Matt O'Dwyer,,signed unrestricted free agent
21,1999-06-25,Bengals,• Nicky Sualua,,claimed off waivers (from Cowboys)
22,1999-06-28,Bengals,,• Anthony Cleary,waived
23,1999-07-09,Bengals,• Rob Murphy,,signed undrafted free agent
24,1999-07-13,Bengals,,• Ashley Ambrose,lost unrestricted free agent (to Saints)
25,1999-07-23,Bengals,,• Phillip Moore,waived
1,1999-07-28,Bengals,• Craig Yeast,,signed fourth round pick to a 3-year contract
2,1999-08-01,Bengals,,• Marcus Parks,waived
3,1999-08-02,Bengals,• Charles Fisher,,signed second round pick to a 4-year contract
4,1999-08-02,Bengals,• Thad Busby,,signed free agent
5,1999-08-03,Bengals,,• Brian Uhl,waived
6,1999-08-03,Bengals,• Jamain Stephens,,claimed off waivers (from Steelers)
7,1999-08-06,Bengals,,• Greg Krause,waived
8,1999-08-09,Bengals,,• Derek Schorejs,waived
9,1999-08-09,Bengals,,• Scott Shaw,waived
10,1999-08-09,Bengals,,• Tim Terry,waived
11,1999-08-10,Bengals,,• Derek Schorejs,released
12,1999-08-18,Bengals,,• Geoff Noisy,waived
13,1999-08-18,Bengals,,• Marcus Dow (a),waived
14,1999-08-23,Bengals,,• Donald Broomfield,waived
15,1999-08-23,Bengals,,• Kelvin Moore,placed on IR
16,1999-08-23,Bengals,,• Ric Mathias,placed on IR
17,1999-08-23,Bengals,,• Tommie Boyd / Thomas Boyd?,waived
18,1999-08-23,Bengals,• Akili Smith,,signed first round pick to a 7-year contract
19,1999-08-24,Bengals,,• Donald Broomfield,released
20,1999-08-24,Bengals,,• Tommie Boyd / Thomas Boyd?,released
21,1999-08-30,Bengals,,• Clif Groce,released
22,1999-08-30,Bengals,,• Eric Kresser,waived
23,1999-08-30,Bengals,,• Greg Truitt,placed on IR
24,1999-08-30,Bengals,,• Rob Murphy,waived
25,1999-08-30,Bengals,,• Tom Tumulty,placed on reserve/physically unable to perform list
1,1999-08-31,Bengals,,• Eric Kresser,released
2,1999-08-31,Bengals,,• Ken Blackman,placed on reserve/physically unable to perform list
3,1999-08-31,Bengals,,• Rob Murphy,released
4,1999-08-31,Bengals,• Eddie Howard,,signed free agent to a 3-year contract
5,1999-09-01,Bengals,,• Brad Costello,waived (injury settlement)
6,1999-09-01,Bengals,,• Thomas Randolph,released
7,1999-09-02,Bengals,,• Brad Costello,released
8,1999-09-03,Bengals,,• Nicky Sualua,released
9,1999-09-03,Bengals,• Clif Groce,,signed free agent
10,1999-09-03,Bengals,• Jay Leeuwenburg,,signed free agent
11,1999-09-03,Bengals,• Will Brice,,signed free agent
12,1999-09-05,Bengals,,• Ben Peterson,waived
13,1999-09-05,Bengals,,• Chad Pegues,waived
14,1999-09-05,Bengals,,• Damian Vaughn,waived
15,1999-09-05,Bengals,,• Eddie Howard,waived
16,1999-09-05,Bengals,,• James Francis,released
17,1999-09-05,Bengals,,• Kevin Sargent,released
18,1999-09-05,Bengals,,• Michael Basnight,waived
19,1999-09-05,Bengals,,• Quincy Jackson,waived
20,1999-09-05,Bengals,,• Rod Payne,waived
21,1999-09-05,Bengals,,• Terry Murphy,waived
22,1999-09-05,Bengals,,• Tremain Mack,placed on reserve/suspended list
23,1999-09-05,Bengals,,• Jamain Stephens,suspended by NFL
24,1999-09-05,Bengals,,• Jamain Stephens,placed on reserve/suspended list
25,1999-09-06,Bengals,,• Corey Sawyer,released
1,1999-09-06,Bengals,,• Eddie Howard,released
2,1999-09-06,Bengals,,• Kelly Gregg,waived
3,1999-09-06,Bengals,,• Rod Payne,released
4,1999-09-06,Bengals,,• Stepfret Williams,waived
5,1999-09-06,Bengals,• Chad Pegues,,signed free agent to practice squad
6,1999-09-06,Bengals,• Damon Griffin,,claimed off waivers (from 49ers)
7,1999-09-06,Bengals,• Rico Clark,,claimed off waivers (from Colts)
8,1999-09-06,Bengals,• Ty Howard,,claimed off waivers (from Cardinals)
9,1999-09-06,Bengals,,• Ben Peterson,released
10,1999-09-06,Bengals,,• Damian Vaughn,released
11,1999-09-06,Bengals,,• Michael Basnight,released
12,1999-09-06,Bengals,• Ben Peterson,,signed free agent to practice squad
13,1999-09-06,Bengals,• Damian Vaughn,,signed free agent to practice squad
14,1999-09-06,Bengals,• Michael Basnight,,signed free agent to practice squad
15,1999-09-07,Bengals,,• Stepfret Williams,released
16,1999-09-07,Bengals,,• Kelly Gregg,released
17,1999-09-07,Bengals,• Kelly Gregg,,signed free agent to practice squad
18,1999-09-09,Bengals,,• Carl Pickens,placed on exempt/commissioner permission list
19,1999-09-09,Bengals,• Carl Pickens,,re-signed free agent to a 1-year tender offer
20,1999-09-11,Bengals,,• Mike Doughty,placed on IR with fractured right foot
21,1999-09-11,Bengals,• Carl Pickens,,re-signed to a 5-year contract
22,1999-09-13,Bengals,,• Charles Fisher,placed on IR
23,1999-09-14,Bengals,• Clifton Crosby / Cliff Crosby,,claimed off waivers (from Rams)
24,1999-09-21,Bengals,,• Clifton Crosby / Cliff Crosby,waived
25,1999-09-21,Bengals,• JoJuan Armour,,claimed off waivers (from Jaguars)
1,1999-09-23,Bengals,,• Clifton Crosby / Cliff Crosby,released
2,1999-09-29,Bengals,,• Brian Milne,waived
3,1999-09-29,Bengals,,• Ki-Jana Carter,placed on IR with dislocated kneecap in right knee
4,1999-09-29,Bengals,• Michael Basnight,,signed free agent to practice squad
5,1999-09-29,Bengals,• Sedrick Shaw,,claimed off waivers (from Browns)
6,1999-09-30,Bengals,,• Brian Milne,released
7,1999-10-04,Bengals,• Jamain Stephens,,reinstated from suspension
8,1999-10-04,Bengals,• Tremain Mack,,reinstated from suspension
9,1999-10-04,Bengals,• Jamain Stephens,,reinstated frrom reserve/suspended list
10,1999-10-04,Bengals,• Tremain Mack,,reinstated from reserve/suspended list
11,1999-10-04,Bengals,,• Jamain Stephens,placed on exempt/commissioner permission list
12,1999-10-04,Bengals,,• Tremain Mack,placed on exempt/commissioner permission list
13,1999-10-07,Bengals,,• Tony Coats,waived
14,1999-10-08,Bengals,,• Greg Engel,released
15,1999-10-08,Bengals,,• Tony Coats,released
16,1999-10-08,Bengals,• Tony Coats,,signed free agent to practice squad
17,1999-10-11,Bengals,,• Jimmy Sprotte,waived
18,1999-10-11,Bengals,• Jamain Stephens,,activated from exempt/commissioner permission list
19,1999-10-12,Bengals,,• Chad Pegues,released from practice squad
20,1999-10-12,Bengals,,• Jimmy Sprotte,released
21,1999-10-12,Bengals,• Jimmy Sprotte,,signed free agent to practice squad
22,1999-10-14,Bengals,,• JoJuan Armour,waived
23,1999-10-14,Bengals,• Ben Peterson,,signed from practice squad to active roster
24,1999-10-15,Bengals,,• JoJuan Armour,released
25,1999-10-15,Bengals,• JoJuan Armour,,signed free agent to practice squad
1,1999-10-26,Bengals,,• Ken Blackman,waived from reserve/physically unable to perform list
2,1999-10-27,Bengals,,• Ken Blackman,released
3,1999-11-04,Bengals,,• Ben Peterson,waived
4,1999-11-04,Bengals,• Eric Kresser,,signed free agent to a 2-year contract
5,1999-11-05,Bengals,,• Ben Peterson,released
6,1999-11-05,Bengals,• Ben Peterson,,signed free agent to practice squad
7,1999-11-23,Bengals,,• Will Brice,waived
8,1999-11-23,Bengals,• Brad Costello,,signed free agent
9,1999-11-24,Bengals,,• Will Brice,released
10,1999-12-03,Bengals,,• Akili Smith,toe injury (out)
11,1999-12-03,Bengals,,• Brian DeMarco,elbow injury (out)
12,1999-12-03,Bengals,,• Roosevelt Blackmon,sprained ankle (out)
13,1999-12-09,Bengals,• Chad Pegues,,signed free agent to practice squad
14,1999-12-14,Bengals,,• Rico Clark,waived
15,1999-12-14,Bengals,• Tom Carter,,claimed off waivers (from Bears)
16,1999-12-15,Bengals,,• Rico Clark,released
17,1999-12-16,Bengals,,• Brian DeMarco,placed on IR with elbow injury
18,1999-12-16,Bengals,• JoJuan Armour,,signed from practice squad to active roster
19,1999-12-24,Bengals,,• Roosevelt Blackmon,placed on IR with sprained ankle
20,1999-12-24,Bengals,• Tony Coats,,signed from practice squad to active roster
21,2000-01-04,Bengals,• Chad Pegues,,signed to a 2-year contract
22,2000-01-04,Bengals,• Damian Vaughn,,signed to a 2-year contract
23,2000-02-10,Bengals,,• Jeff Blake,player became a free agent
24,2000-02-10,Bengals,,• Jevon Langford,player became an unrestricted free agent
25,2000-02-10,Bengals,• Rod Jones (Edward),,re-signed to a 3-year contract
1,2000-02-16,Bengals,• Vaughn Booker,,signed unrestricted free agent (from Packers) to a 5-year contract
2,2000-02-18,Bengals,• Tom Barndt,,signed unrestricted free agent to a 5-year contract
3,2000-03-01,Bengals,• Canute Curtis,,re-signed to a 3-year contract
4,2000-03-02,Bengals,• Scott Rehberg,,signed free agent to a 2-year contract
5,2000-03-06,Bengals,• Darryl Williams (Edwin),,signed free agent
6,2000-03-09,Bengals,• Scott Mitchell,,signed unrestricted free agent to a 1-year contract
7,2000-03-14,Bengals,,• Matt O'Dwyer,suspended by NFL for 2 games for his involvement in a fight outside a bar
8,2000-03-15,Bengals,• Andre Purvis,,re-signed to a 1-year contract
9,2000-03-17,Bengals,• Brock Gutierrez,,re-signed to a 1-year contract
10,2000-04-03,Bengals,• Greg Myers,,re-signed unrestricted free agent to a 2-year contract
11,2000-04-03,Bengals,• James Hundon,,re-signed to a 1-year contract
12,2000-04-04,Bengals,• Damon Griffin,,re-signed exclusive rights free agent to a 2-year contract
13,2000-04-06,Bengals,• Adrian Ross,,re-signed exclusive rights free agent
14,2000-04-15,Bengals,• Peter Warrick,,2000 NFL draft first round pick (#4 overall)
15,2000-04-15,Bengals,• Mark Roman,,2000 NFL draft second round pick (#34 overall)
16,2000-04-15,Bengals,• Ron Dugans,,2000 NFL draft third round pick (#66 overall)
17,2000-04-16,Bengals,• Curtis Keaton,,2000 NFL draft fourth round pick (#97 overall)
18,2000-04-16,Bengals,• Robert Bean,,2000 NFL draft fifth round pick (#133 overall)
19,2000-04-16,Bengals,• Neil Rackers,,2000 NFL draft sixth round pick (#169 overall)
20,2000-04-16,Bengals,• Brad St. Louis,,2000 NFL draft seventh round pick (#210 overall)
21,2000-04-17,Bengals,• Alan Buckwalter,,signed undrafted free agent
22,2000-04-17,Bengals,• Armegis Spearman,,signed undrafted free agent
23,2000-04-17,Bengals,• Dave Fleischhauer,,signed undrafted free agent
24,2000-04-17,Bengals,• Doug Dorley,,signed undrafted free agent
25,2000-04-17,Bengals,• Gary Tompkins,,signed undrafted free agent
1,2000-04-17,Bengals,• Joe Hattendorf,,signed undrafted free agent
2,2000-04-17,Bengals,• LaVell Boyd,,signed undrafted free agent
3,2000-04-17,Bengals,• Lavelle Boyd,,signed undrafted free agent
4,2000-04-17,Bengals,• Marvin Chalmers,,signed undrafted free agent
5,2000-04-17,Bengals,• Mike Willetts,,signed undrafted free agent
6,2000-04-17,Bengals,• Ricky Brown (a),,signed undrafted free agent
7,2000-04-17,Bengals,• Roger Roesler,,signed undrafted free agent
8,2000-04-17,Bengals,• Tarrell Knauls / Tarell Knaulls,,signed undrafted free agent
9,2000-04-17,Bengals,• Tony Hartley,,signed undrafted free agent
10,2000-04-19,Bengals,• Gary Thompkins,,signed free agent
11,2000-04-20,Bengals,• Tim Morgan (b),,signed undrafted free agent
12,2000-04-24,Bengals,• Eddie Hardaway,,signed free agent
13,2000-04-25,Bengals,• Brian Gray,,signed free agent
14,2000-04-26,Bengals,,• Tom Tumulty,retired
15,2000-04-26,Bengals,,• Tom Tumulty,placed on reserve/retired list
16,2000-04-27,Bengals,• Darren Perry,,signed free agent to a 1-year contract
17,2000-04-29,Bengals,,• Tarrell Knauls / Tarell Knaulls,released
18,2000-04-29,Bengals,• Jevon Langford,,re-signed unrestricted free agent
19,2000-05-02,Bengals,,• Joe Hattendorf,waived
20,2000-05-02,Bengals,• Josh Boise,,signed free agent to a 2-year contract
21,2000-05-04,Bengals,,• Ric Mathias,waived
22,2000-05-09,Bengals,,• Tim Morgan (b),waived
23,2000-05-15,Bengals,,• Ric Mathias,released
24,2000-05-19,Bengals,,• Tim Morgan (b),released
25,2000-05-24,Bengals,• Willie Anderson (Aaron),,re-signed to a 6-year contract extension through 2006
1,2000-06-01,Bengals,,• Ki-Jana Carter,released
2,2000-06-05,Bengals,• Peter Warrick,,signed first round pick to a 7-year contract
3,2000-06-07,Bengals,,• Deone Horinek,waived
4,2000-06-11,Bengals,• Eric Ball,,hired as director of player developent and community relations
5,2000-06-16,Bengals,• Jeff Walker,,claimed off waivers (from Redskins)
6,2000-06-16,Bengals,• Robert Bean,,signed fifth round pick
7,2000-06-21,Bengals,,• Eric Kresser,waived
8,2000-06-23,Bengals,• Curtis Keaton,,signed fourth round pick to a 3-year contract
9,2000-07-14,Bengals,,• Eric Kresser,waived
10,2000-07-17,Bengals,,• Eric Kresser,released
11,2000-07-17,Bengals,,• Ty Howard,waived
12,2000-07-18,Bengals,,• Ty Howard,released
13,2000-07-20,Bengals,,• Carl Pickens,released
14,2000-07-21,Bengals,• Daniel Pope,,claimed off waivers (from Chiefs)
15,2000-07-21,Bengals,• Neil Rackers,,signed sixth round pick to a 3-year contract
16,2000-07-22,Bengals,• John Jackson (b. 1965-01-04),,signed free agent
17,2000-07-25,Bengals,• Ron Dugans,,signed third round pick
18,2000-07-26,Bengals,• Sirr Parker,,claimed off waivers (from Panthers)
19,2000-07-31,Bengals,,• Ben Clampitt,released
20,2000-07-31,Bengals,,• Dave Fleischhauer,released
21,2000-07-31,Bengals,,• Jeff Walker,released
22,2000-08-02,Bengals,,• Darnay Scott,placed on IR with fractured left leg
23,2000-08-14,Bengals,,• Anthony Byrd,waived
24,2000-08-14,Bengals,,• Eddie Hardaway,waived
25,2000-08-14,Bengals,,• Gary Thompkins,waived
1,2000-08-14,Bengals,,• Roosevelt Blackmon,waived
2,2000-08-14,Bengals,,• Tony Coats,waived
