,Date,Team,Acquired,Relinquished,Notes
8,1948-12-21,49ers (AAFC),• Jim Rinehart,,1949 AAFC draft 13th round pick (#100 overall)
9,1948-12-21,49ers (AAFC),• Don Garlin,,1949 AAFC draft 14th round pick (#108 overall)
10,1948-12-21,49ers (AAFC),• Pete Wismann,,1949 AAFC draft 15th round pick (#116 overall)
11,1948-12-21,49ers (AAFC),• Homer Hobbs,,1949 AAFC draft 16th round pick (#124 overall)
12,1948-12-21,49ers (AAFC),• Paul Schoultz,,1949 AAFC draft 25th round pick (#171 overall)
13,1948-12-21,49ers (AAFC),• Jack Kelly,,1949 AAFC draft 26th round pick (#176 overall)
14,1948-12-21,49ers (AAFC),• Jasper Flanakin,,1949 AAFC draft 27th round pick (#181 overall)
15,1948-12-21,49ers (AAFC),• Rudy Smith,,1949 AAFC draft 28th round pick (#186 overall)
16,1948-12-21,49ers (AAFC),• Gordon Long (a),,1949 AAFC draft 29th round pick (#191 overall)
17,1949-07-01,49ers (AAFC),,• Roman Bentz,(date approximate)
18,1949-12-09,49ers,• Alyn Beals,,49ers (AAFC) merged into NFL
19,1949-12-09,49ers,• Bob Bryant,,49ers (AAFC) merged into NFL
20,1949-12-09,49ers,• Bruno Banducci,,49ers (AAFC) merged into NFL
21,1949-12-09,49ers,• Gail Bruce,,49ers (AAFC) merged into NFL
22,1950-01-21,49ers,• Leo Nomellini,,1950 NFL draft first round pick (#11 overall)
23,1950-01-21,49ers,• Don Campora,,1950 NFL draft second round pick (#23 overall)
24,1950-01-21,49ers,• Ray Collins,,1950 NFL draft third round pick (#37 overall)
25,1950-01-21,49ers,• Morris Bailey,,1950 NFL draft fourth round pick (#49 overall)
1,1950-01-21,49ers,• Harry Kane,,1950 NFL draft fifth round pick (#63 overall)
2,1950-01-21,49ers,• Don Van Pool,,1950 NFL draft sixth round pick (#75 overall)
3,1950-01-21,49ers,• Lindy Berry,,1950 NFL draft seventh round pick (#89 overall)
4,1950-01-21,49ers,• Ellery Williams,,1950 NFL draft eighth round pick (#101 overall)
5,1950-01-21,49ers,• Pete Zinach,,1950 NFL draft ninth round pick (#115 overall)
6,1950-01-21,49ers,• Bob Celeri,,1950 NFL draft tenth round pick (#127 overall)
7,1950-01-21,49ers,• Harley Dow,,1950 NFL draft 11th round pick (#141 overall)
8,1950-01-21,49ers,• Don Burke,,1950 NFL draft twelfth round pick (#153 overall)
9,1950-01-21,49ers,• Lou Cecconi / Bimbo Cecconi,,1950 NFL draft 13th round pick (#167 overall)
10,1950-01-21,49ers,• Tom Payne,,1950 NFL draft 14th round pick (#179 overall)
11,1950-01-21,49ers,• Leo Crampsey,,1950 NFL draft 15th round pick (#193 overall)
12,1950-01-21,49ers,• Charley Shaw,,1950 NFL draft 16th round pick (#205 overall)
13,1950-01-21,49ers,• Cliff Van Meter,,1950 NFL draft 17th round pick (#219 overall)
14,1950-01-21,49ers,• Ralph Genito,,1950 NFL draft 18th round pick (#231 overall)
15,1950-01-21,49ers,• Forest Klein,,1950 NFL draft 19th round pick (#245 overall)
16,1950-01-21,49ers,• Jack Nix,,1950 NFL draft 20th round pick (#257 overall)
17,1950-01-21,49ers,• Guerin Alker,,1950 NFL draft 21st round pick (#271 overall)
18,1950-01-21,49ers,• Billy Wilson (a),,1950 NFL draft 22nd round pick (#283 overall)
19,1950-01-21,49ers,• Jim Williams,,1950 NFL draft 23rd round pick (#297 overall)
20,1950-01-21,49ers,• Bill Wyman (a)?,,1950 NFL draft 24th round pick (#309 overall)
21,1950-01-21,49ers,• Bob Dunn,,1950 NFL draft 25th round pick (#323 overall)
22,1950-01-21,49ers,• Jim Powers,,1950 NFL draft 26th round pick (#335 overall)
23,1950-01-21,49ers,• Ken Johnson (a),,1950 NFL draft 27th round pick (#349 overall)
24,1950-01-21,49ers,• Charley Hall (a),,1950 NFL draft 28th round pick (#361 overall)
25,1950-01-21,49ers,• Bob Whelan,,1950 NFL draft 29th round pick (#375 overall)
1,1950-01-21,49ers,• Bob Stillwell,,1950 NFL draft 30th round pick (#387 overall)
2,1950-01-22,49ers,• Jim Winkler  • rights to Emil Sitko / Red Sitko,• rights to Glenn Davis,trade with Rams
3,1950-04-06,49ers,• Emil Sitko / Red Sitko,,signed
4,1950-06-02,49ers,• Dick Lorenz,,1950 NFL dispersal draft of AAFC players tenth round pick (#137 overall)
5,1950-06-02,49ers,• Earl Howell / Dixie Howell,,1950 NFL dispersal draft of AAFC players fourth round pick (#53 overall)
6,1950-06-02,49ers,• Edgar Henke / Ed Henke,,1950 NFL dispersal draft of AAFC players second round pick (#23 overall)
7,1950-06-02,49ers,• Ernest Tolman / Ernie Tolman,,1950 NFL dispersal draft of AAFC players ninth round pick (#122 overall)
8,1950-06-02,49ers,• George Murphy / Spud Murphy,,1950 NFL dispersal draft of AAFC players sixth round pick (#81 overall)
9,1950-06-02,49ers,• John Brown (Edward)?,,1950 NFL dispersal draft of AAFC players fifth round pick (#66 overall)
10,1950-06-02,49ers,• John Maskas,,1950 NFL dispersal draft of AAFC players seventh round pick (#94 overall)
11,1950-06-02,49ers,• Odell Stautzenberger,,1950 NFL dispersal draft of AAFC players third round pick (#36 overall)
12,1950-06-02,49ers,• Paul Cleary,,1950 NFL dispersal draft of AAFC players eighth round pick (#109 overall)
13,1950-06-02,49ers,• Knox Ramsey,,1950 NFL dispersal draft of AAFC players first round pick (#10
14,1950-07-01,49ers,,• Bob Bryant,(date approximate)
15,1950-07-01,49ers,• Tony Morabito,,owner of 49ers enter NFL
16,1950-08-16,49ers,• Packard Harrington,• conditional draft pick (if Harrington makes 49ers roster) (not exercised),trade with Browns (date approximate)
17,1950-08-24,49ers,• Gordon Soltau / Gordy Soltau / Gordie Soltau,• 1951 fourth round pick (#39-Bob Oristaglio),trade with Browns (date approximate)
18,1950-09-12,49ers,,• Bob Celeri,released
19,1950-09-12,49ers,,• Don Van Pool,released
20,1950-09-12,49ers,,• Guerin Alker,released
21,1950-09-12,49ers,,• Herman Wedemeyer / Herm Wedemeyer,released
22,1950-09-12,49ers,,• Joe Morgan (a),released
23,1950-09-12,49ers,,• Norm Maloney,released
24,1950-09-12,49ers,,• Packard Harrington,released
25,1950-09-12,49ers,,• Tom Cooley,released
1,1950-10-01,49ers,• Howie Livingston,• future considerations (?),trade with Redskins (date approximate)
2,1951-01-18,49ers,• Y.A. Tittle,,1951 NFL draft first round pick (#3 overall) (selected from Colts roster)
3,1951-01-18,49ers,• Pete Schabarum,,1951 NFL draft second round pick (#17 overall)
4,1951-01-18,49ers,• Bill Mixon,,1951 NFL draft third round pick (#28 overall)
5,1951-01-18,49ers,• Al Carapella,,1951 NFL draft fifth round pick (#54 overall)
6,1951-01-18,49ers,• Dick Steere,,1951 NFL draft fifth round pick (#53 overall)
7,1951-01-18,49ers,• Bishop Strickland,,1951 NFL draft sixth round pick (#64 overall)
8,1951-01-18,49ers,• Dick Forbes,,1951 NFL draft seventh round pick (#75 overall)
9,1951-01-18,49ers,• Joe Arenas,,1951 NFL draft eighth round pick (#89 overall)
10,1951-01-18,49ers,• Bruce Van Alstyne,,1951 NFL draft ninth round pick (#100 overall)
11,1951-01-18,49ers,• Nick Feher,,1951 NFL draft tenth round pick (#112 overall)
12,1951-01-18,49ers,• Bill Jessup / Billy Jessup,,1951 NFL draft eleventh round pick (#126 overall)
13,1951-01-18,49ers,• Jim Monachino,,1951 NFL draft twelfth round pick (#137 overall)
14,1951-01-18,49ers,• Dick Harvin,,1951 NFL draft 13th round pick (#148 overall)
15,1951-01-18,49ers,• Rex Berry,,1951 NFL draft 14th round pick (#162 overall)
16,1951-01-19,49ers,• Dave Sparks,,1951 NFL draft 15th round pick (#173 overall)
17,1951-01-19,49ers,• Bob White,,1951 NFL draft 16th round pick (#184 overall)
18,1951-01-19,49ers,• Art Michalik,,1951 NFL draft 17th round pick (#198 overall)
19,1951-01-19,49ers,• Jim Murphy,,1951 NFL draft 18th round pick (#209 overall)
20,1951-01-19,49ers,• John Phillips (a),,1951 NFL draft 19th round pick (#220 overall)
21,1951-01-19,49ers,• Al Tate,,1951 NFL draft 20th round pick (#234 overall)
22,1951-01-19,49ers,• Hardy Brown,,1951 NFL draft 21st round pick (#245 overall)
23,1951-01-19,49ers,• Dwight Winslow,,1951 NFL draft 22nd round pick (#256 overall)
24,1951-01-19,49ers,• Wally Brunswald,,1951 NFL draft 23rd round pick (#270 overall)
25,1951-01-19,49ers,• Tom Kingsford,,1951 NFL draft 24th round pick (#281 overall)
1,1951-01-19,49ers,• Mike Peterson (a),,1951 NFL draft 25th round pick (#292 overall)
2,1951-01-19,49ers,• Keith Carpenter,,1951 NFL draft 26th round pick (#306 overall)
3,1951-01-19,49ers,• Ray Lung,,1951 NFL draft 27th round pick (#317 overall)
4,1951-01-19,49ers,• Jack Rohan,,1951 NFL draft 28th round pick (#328 overall)
5,1951-01-19,49ers,• S.P. Garnett,,1951 NFL draft 29th round pick (#342 overall)
6,1951-01-19,49ers,• Jerry Faske,,1951 NFL draft 30th round pick (#353 overall)
7,1951-06-21,49ers,• Howie Livingston,,re-signed to a 1-year contract
8,1951-06-21,49ers,• Jim Powers,,signed to a 1-year contract
9,1951-06-21,49ers,• Lowell Wagner,,signed to a 1-year contract
10,1951-07-01,49ers,• Joe Arenas,,signed eighth round pick (date approximate)
11,1951-08-18,49ers,• draft pick (possibly 1952 #27-Gene Shannon),• Emil Sitko / Red Sitko,trade with Cardinals (date approximate)
12,1952-01-01,49ers,• 1952 third round pick (#27-Gene Shannon),?,trade with Cardinals (date approximate)
13,1952-01-17,49ers,• Hugh McElhenny,,1952 NFL draft first round pick (#9 overall)
14,1952-01-17,49ers,• Bob Toneff,,1952 NFL draft second round pick (#22 overall)
15,1952-01-17,49ers,• Billy Tidwell,,1952 NFL draft third round pick (#33 overall)
16,1952-01-17,49ers,• Gene Shannon,,1952 NFL draft third round pick (#27 overall)
17,1952-01-17,49ers,• Marion Campbell,,1952 NFL draft fourth round pick (#46 overall)
18,1952-01-17,49ers,• Pat O'Donahue,,1952 NFL draft fifth round pick (#57 overall)
19,1952-01-17,49ers,• Jim Beasley,,1952 NFL draft sixth round pick (#70 overall)
20,1952-01-17,49ers,• Don Robison,,1952 NFL draft seventh round pick (#81 overall)
21,1952-01-17,49ers,• Jerry Smith (a),,1952 NFL draft eighth round pick (#94 overall)
22,1952-01-17,49ers,• Glen Christian,,1952 NFL draft ninth round pick (#105 overall)
23,1952-01-17,49ers,• Carl West,,1952 NFL draft tenth round pick (#118 overall)
24,1952-01-17,49ers,• J.D. Kimmel,,1952 NFL draft eleventh round pick (#129 overall)
25,1952-01-17,49ers,• Fred Snyder,,1952 NFL draft twelfth round pick (#142 overall)
1,1952-01-17,49ers,• Rudy Yeager,,1952 NFL draft 13th round pick (#153 overall)
2,1952-01-17,49ers,• Frank Simons,,1952 NFL draft 14th round pick (#166 overall)
3,1952-01-17,49ers,• Haldo Norman,,1952 NFL draft 15th round pick (#177 overall)
4,1952-01-17,49ers,• Bob Meyers,,1952 NFL draft 16th round pick (#190 overall)
5,1952-01-17,49ers,• Al Baldock,,1952 NFL draft 17th round pick (#201 overall)
6,1952-01-17,49ers,• Bill Carey,,1952 NFL draft 18th round pick (#214 overall)
7,1952-01-17,49ers,• Jess Yates,,1952 NFL draft 20th round pick (#238 overall)
8,1952-01-17,49ers,• Gene Offield,,1952 NFL draft 21st round pick (#249 overall)
9,1952-01-17,49ers,• Jim Cozad,,1952 NFL draft 22nd round pick (#262 overall)
10,1952-01-17,49ers,• Bill Glazier,,1952 NFL draft 23rd round pick (#273 overall)
11,1952-01-17,49ers,• Ralph Kreuger,,1952 NFL draft 24th round pick (#286 overall)
12,1952-01-17,49ers,• Bud Laughlin,,1952 NFL draft 25th round pick (#297 overall)
13,1952-01-17,49ers,• Dick Kane,,1952 NFL draft 26th round pick (#310 overall)
14,1952-01-17,49ers,• Waldo Schaaf,,1952 NFL draft 27th round pick (#321 overall)
15,1952-01-17,49ers,• Joe Palumbo,,1952 NFL draft 28th round pick (#334 overall)
16,1952-01-17,49ers,• Chuck Mosher,,1952 NFL draft 29th round pick (#345 overall)
17,1952-01-17,49ers,• Dick Patrick,,1952 NFL draft 30th round pick (#358 overall)
18,1952-04-16,49ers,• Edgar Henke / Ed Henke,,re-signed to a 1-year contract
19,1952-04-22,49ers,• Francis Campbell,,signed
20,1952-07-01,49ers,,• Alyn Beals,(date approximate)
21,1952-07-01,49ers,• Ben Aldridge / Benny Aldridge,,(date approximate)
22,1952-07-28,49ers,• Bob Martin (a),,signed
23,1952-07-28,49ers,• J.R. Boone,• 1953 conditional sixth round pick (if Boone makes 49ers roster) (#68-Kline Gilbert),trade with Bears
24,1952-09-24,49ers,,• Bishop Strickland,waived
25,1952-09-24,49ers,,• Gail Bruce,placed on IR
1,1952-09-24,49ers,,• Hampton Tanner / Hamp Tanner,waived
2,1952-09-24,49ers,,• Norm Standlee,placed on IR
3,1952-09-24,49ers,,• Jerry Cowhig / Gerry Cowhig,"""returned to Eagles"""
4,1953-01-22,49ers,• Harry Babcock,,1953 NFL draft bonus pick (#1 overall)
5,1953-01-22,49ers,• Tom Stolhanske,,1953 NFL draft first round pick (#10 overall)
6,1953-01-22,49ers,• George Morris,,1953 NFL draft second round pick (#21 overall)
7,1953-01-22,49ers,• Bob St. Clair,,1953 NFL draft third round pick (#32 overall)
8,1953-01-22,49ers,• Ed Fullerton,,1953 NFL draft fourth round pick (#46 overall)
9,1953-01-22,49ers,• Hal Miller,,1953 NFL draft fifth round pick (#57 overall)
10,1953-01-22,49ers,• Paul Carr (a),,1953 NFL draft seventh round pick (#82 overall)
11,1953-01-22,49ers,• Doug Hogland,,1953 NFL draft eighth round pick (#93 overall)
12,1953-01-22,49ers,• Hal Ledyard,,1953 NFL draft ninth round pick (#104 overall)
13,1953-01-22,49ers,• Pete Brown,,1953 NFL draft tenth round pick (#118 overall)
14,1953-01-22,49ers,• Al Charlton,,1953 NFL draft eleventh round pick (#129 overall)
15,1953-01-22,49ers,• Carson Leach / Red Leach,,1953 NFL draft twelfth round pick (#140 overall)
16,1953-01-22,49ers,• Bill Earley,,1953 NFL draft 13th round pick (#154 overall)
17,1953-01-22,49ers,• Tom Fletcher,,1953 NFL draft 14th round pick (#165 overall)
18,1953-01-22,49ers,• Charley Genthner,,1953 NFL draft 15th round pick (#176 overall)
19,1953-01-22,49ers,• Fred Durig,,1953 NFL draft 16th round pick (#190 overall)
20,1953-01-22,49ers,• Hugh Latham,,1953 NFL draft 17th round pick (#201 overall)
21,1953-01-22,49ers,• Stan Wacholz,,1953 NFL draft 18th round pick (#212 overall)
22,1953-01-22,49ers,• King DuClos,,1953 NFL draft 19th round pick (#226 overall)
23,1953-01-22,49ers,• Ray Huizinga,,1953 NFL draft 20th round pick (#237 overall)
24,1953-01-22,49ers,• Ken Bahnsen,,1953 NFL draft 21st round pick (#248 overall)
25,1953-01-22,49ers,• Laverne Robbins,,1953 NFL draft 22nd round pick (#262 overall)
1,1953-01-22,49ers,• Travis Hunt,,1953 NFL draft 23rd round pick (#273 overall)
2,1953-01-22,49ers,• Ed Morgan,,1953 NFL draft 24th round pick (#284 overall)
3,1953-01-22,49ers,• Ernie Stockert,,1953 NFL draft 25th round pick (#298 overall)
4,1953-01-22,49ers,• Harley Coper,,1953 NFL draft 26th round pick (#309 overall)
5,1953-01-22,49ers,• Ralph McCleod,,1953 NFL draft 27th round pick (#320 overall)
6,1953-01-22,49ers,• Tom Novikoff,,1953 NFL draft 28th round pick (#334 overall)
7,1953-01-22,49ers,• Don Stillwell,,1953 NFL draft 29th round pick (#345 overall)
8,1953-04-21,49ers,• Hal Dunham,,signed
9,1953-04-21,49ers,• Stan Wacholz,,signed 18th round pick
10,1953-04-21,49ers,• Tom Novikoff,,signed 28th round pick
11,1953-06-01,49ers,?,• J.R. Boone,trade with Packers (date approximate)
12,1953-07-01,49ers,• 1954 15th round pick (#171-Ed Gossage),• Ben Aldridge / Benny Aldridge,trade with Packers (date approximate)
13,1953-08-11,49ers,• Bob Van Doren,• 1954 eighth round pick (#95-Bill Barbish) -OR- 1954 tenth round pick (#119-Don Goss),trade with Browns
14,1953-09-22,49ers,• Fred Bruney,• 1954 eighth round pick (#95-Bill Barbish) -OR- 1954 tenth round pick (#119-Don Goss),trade with Browns
15,1954-01-28,49ers,• Bernie Faloney,,1954 NFL draft first round pick (#11 overall)
16,1954-01-28,49ers,• Leo Rucka,,1954 NFL draft second round pick (#23 overall)
17,1954-01-28,49ers,• Steve Korcheck,,1954 NFL draft third round pick (#35 overall)
18,1954-01-28,49ers,• Charlie Boxhold,,1954 NFL draft fourth round pick (#47 overall)
19,1954-01-28,49ers,• Bob Hantla,,1954 NFL draft fifth round pick (#55 overall)
20,1954-01-28,49ers,• Frank Mincevich,,1954 NFL draft fifth round pick (#59 overall)
21,1954-01-28,49ers,• Floyd Sagely,,1954 NFL draft sixth round pick (#71 overall)
22,1954-01-28,49ers,• Sid Youngelman / Sid Youngleman,,1954 NFL draft seventh round pick (#83 overall)
23,1954-01-28,49ers,• Ted Connolly,,1954 NFL draft ninth round pick (#107 overall)
24,1954-01-28,49ers,• John Skocko,,1954 NFL draft eleventh round pick (#131 overall)
25,1954-01-28,49ers,• Hal Easterwood,,1954 NFL draft twelfth round pick (#143 overall)
1,1954-01-28,49ers,• Morgan Williams,,1954 NFL draft 13th round pick (#155 overall)
2,1954-01-28,49ers,• Sammy Williams,,1954 NFL draft 14th round pick (#167 overall)
3,1954-01-28,49ers,• Ed Gossage,,1954 NFL draft 15th round pick (#171 overall)
4,1954-01-28,49ers,• Sam Palumbo,,1954 NFL draft 15th round pick (#179 overall)
5,1954-01-28,49ers,• Bobby Fiveash,,1954 NFL draft 16th round pick (#191 overall)
6,1954-01-28,49ers,• Carl Kautz,,1954 NFL draft 17th round pick (#203 overall)
7,1954-01-28,49ers,• Morris Kay,,1954 NFL draft 18th round pick (#215 overall)
8,1954-01-28,49ers,• Bob Edmiston,,1954 NFL draft 19th round pick (#227 overall)
9,1954-01-28,49ers,• Frank DePietro,,1954 NFL draft 20th round pick (#239 overall)
10,1954-01-28,49ers,• Howard Alsup,,1954 NFL draft 21st round pick (#251 overall)
11,1954-01-28,49ers,• Ralph Reynolds,,1954 NFL draft 22nd round pick (#263 overall)
12,1954-01-28,49ers,• LeRoy Fenstemaker,,1954 NFL draft 23rd round pick (#275 overall)
13,1954-01-28,49ers,• Jerry Daniels,,1954 NFL draft 24th round pick (#287 overall)
14,1954-01-28,49ers,• John Platt,,1954 NFL draft 25th round pick (#299 overall)
15,1954-01-28,49ers,• Pete Bello,,1954 NFL draft 26th round pick (#311 overall)
16,1954-01-28,49ers,• Gayford Baker,,1954 NFL draft 27th round pick (#323 overall)
17,1954-01-28,49ers,• Bob Garbrecht,,1954 NFL draft 28th round pick (#335 overall)
18,1954-01-28,49ers,• Ted Dunn,,1954 NFL draft 29th round pick (#347 overall)
19,1954-01-28,49ers,• Don Folks,,1954 NFL draft 30th round pick (#359 overall)
20,1954-07-01,49ers,• Jackson Brumfield / Brummie Brumfield,,(date approximate)
21,1954-07-01,49ers,• John Henry Johnson,• Ed Pullerton,trade with Steelers (date approximate)
22,1954-08-04,49ers,• Arnold Galiffa / Arnie Galiffa,• Bob Van Doren,trade with Giants (49ers MG)
23,1954-08-04,49ers,,• Bob Van Doren,trade with Giants (LATimes)
24,1954-08-05,49ers,• John Williams / Johnny Williams (Elliott),• Ray Collins,trade with Redskins
25,1954-08-17,49ers,,• Gordon Soltau / Gordy Soltau / Gordie Soltau,surgery on shoulder (out indefinitely)
1,1955-01-27,49ers,• Dick Moegle / Dicky Moegle / Dickie Moegle,,1955 NFL draft first round pick (#10 overall)
2,1955-01-27,49ers,• Frank Morze,,1955 NFL draft second round pick (#21 overall)
3,1955-01-27,49ers,• Carroll Hardy,,1955 NFL draft third round pick (#34 overall)
